Timestamp,Age Range,Which best describes you?,"Where do you spend most of your time in Golden? (e.g., where you live or work)",How long have you lived in or regularly spent time in Golden? ,"When you want to learn something new, be creative, or spend time around other people, where do you usually go now?  Select all that apply: ",What do you feel is most missing in Golden right now?  , Do you feel connected to people in Golden outside of your immediate family/friend group or workplace?  ,"If you'd like to share, what makes it hard to feel connected?","If Golden had a shared community space, which of the following would you be interested in?",Which 2-3 of these personally matter to you the most?,How often do you think you might realistically use a space like this?  ,"What would make the space feel welcoming to you? (e.g.,  pricing, age mix, location, programming style, atmosphere, etc.) ","If a new shared community space existed in Golden, how likely would you be to participate in the following?   [Taking classes or workshops]","If a new shared community space existed in Golden, how likely would you be to participate in the following?   [Attending community events or clubs]","If a new shared community space existed in Golden, how likely would you be to participate in the following?   [Using open space / creative / maker space]","If a new shared community space existed in Golden, how likely would you be to participate in the following?   [Using a community kitchen or cafe]","If a new shared community space existed in Golden, how likely would you be to participate in the following?   [Bringing kids or teens to activities]","If a new shared community space existed in Golden, how likely would you be to participate in the following?   [Attending talks or skill-sharing sessions]",Would you be interested in any of the following ways of being involved?  , What would make it easier for you to participate?  ,"What skills, interests, or knowledge could you imagine sharing with others? (e.g., woodworking, welding, cooking, sewing, art, home repair, gardening, tutoring, languages, technology, gaming, outdoor skills, 3D Printing, etc.) ","If you could design a community space in Golden, what would it look like or include?  You can describe it in words, share links, upload a sketch, or share a photo that represents the vibe (upload below).",Upload here!
2/13/2026 10:13:38,24-34,Working Full-Time,I live outside Golden but spend time here,4-10 years,"Gym / fitness studio, Coffee shops / breweries, Parks / trails / outdoors, Home","Creative or maker spaces, Affordable activities and classes, Opportunities to learn practical skills",Somewhat,,"Woodworking / Metalworking, 3D Printing / Design, Sewing, Mending, or Fiber Arts, Painting / Drawing / Printmaking, Outdoor skills or environmental workshops","Outdoor skills, drawing, woodworking",A few times a month,,Very Likely,Somewhat Likely,Somewhat Likely,Not Likely,Not Likely,Somewhat Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Teaching or helping lead activities, Donating tools, supplies, or equipment",Being able to drop in without committment,"Bread making, 3D design ",,
2/13/2026 15:59:19,50-64,Retired,North Golden (North of 58),10+ years,"Outside of Golden, Clear Creek Makerspace","Creative or maker spaces, Opportunities to learn practical skills",Somewhat,,"Household repair clinics (fixing small appliances, bikes, gear, etc.), Woodworking / Metalworking, Electronics / Robots, 3D Printing / Design, Sewing, Mending, or Fiber Arts, Ceramics, Painting / Drawing / Printmaking",Place to learn/share skills across age groups.  Share in skills up/down/across ages and backgrounds.,Daily,Opportunities for people to share and teach the things that they are expert in and learn from others that are experts in something they want to learn.,Very Likely,Somewhat Likely,Very Likely,Not Likely,Not Likely,Very Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Teaching or helping lead activities, Donating tools, supplies, or equipment",Being able to drop in without committment,"Home repair, fix-it/repair/bounty board clinics, 3D design, 3D printing, micro electronics, programming.",,
2/13/2026 16:42:58,35-49,Working Full-Time,North Golden (North of 58),4-10 years,"Golden Community Center, Library, Parks / trails / outdoors, Private classes or studios, Home, Outside of Golden, Clear Creek Makerspace","Creative or maker spaces, Places for teens to hang out, Community gathering spaces that aren't bars, Opportunities to learn practical skills",Somewhat,,"Cooking classes or shared kitchen events, Household repair clinics (fixing small appliances, bikes, gear, etc.), Clubs (book, film, language, etc.), Woodworking / Metalworking, Electronics / Robots, 3D Printing / Design, Sewing, Mending, or Fiber Arts, Talks or community discussions, Outdoor skills or environmental workshops",Woodworking,Weekly,"classes, pricing, diversity",Very Likely,Somewhat Likely,Very Likely,Not Likely,Not Likely,Somewhat Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Teaching or helping lead activities, Helping with events",Low-Cost or sliding scale plan,"Art, woodworking, I'm good at organizing and setting up shared spaces.",Weekly classes are nice because they bring people together and introduce people to a space.,
2/16/2026 6:29:23,35-49,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",10+ years,Coffee shops / breweries,"Creative or maker spaces, Places for teens to hang out, Community gathering spaces that aren't bars",Somewhat,,"Cooking classes or shared kitchen events, Household repair clinics (fixing small appliances, bikes, gear, etc.), Woodworking / Metalworking, 3D Printing / Design, Ceramics, Painting / Drawing / Printmaking, Talks or community discussions",Cooking classes,A few times a month,,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Teaching or helping lead activities","Evening and weekend hours, Child-friendly programming, Being able to drop in without committment, Close to transit or bike routes",,,
2/16/2026 6:56:20,35-49,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",4-10 years,"Gym / fitness studio, Golden Community Center, Coffee shops / breweries, Library, Parks / trails / outdoors",Places for teens to hang out,Somewhat,,"Teen-only hangout space, Study or work space",,Not sure,,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Paying for individual classes or workshops,"Low-Cost or sliding scale plan, Child-friendly programming",,,
2/16/2026 7:22:31,35-49,Working Full-Time,North Golden (North of 58),10+ years,"Gym / fitness studio, Coffee shops / breweries, Library, Parks / trails / outdoors",Places for teens to hang out,Somewhat,,"Household repair clinics (fixing small appliances, bikes, gear, etc.), Teen-only hangout space, Talks or community discussions",Positive teen hang outs. Cleaner parks ,Weekly,"Clean, lights, safety with protection. ",Very Likely,Somewhat Likely,Somewhat Likely,Very Likely,Very Likely,Very Likely,"Paying for individual classes or workshops, Volunteering ocassionally, Teaching or helping lead activities","Low-Cost or sliding scale plan, Evening and weekend hours, Child-friendly programming, Teen-only spaces or programs, Being able to drop in without committment, Close to transit or bike routes",,The teens love pickle ball up north bc its free and it has lights on until 10:00pm in the summer. It’s freat for them to exercise and stay out of trouble. Maybe even keep open til 11,
2/16/2026 8:21:58,35-49,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",4-10 years,Coffee shops / breweries,Creative or maker spaces,Somewhat,,Small business development /entrepeneurship,,A few times a month,,Not Likely,Not Likely,Somewhat Likely,Not Likely,Somewhat Likely,Not Likely,Becoming a low-cost monthly member,Low-Cost or sliding scale plan,,,
2/16/2026 8:34:17,35-49,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",1-3 years,"Coffee shops / breweries, Library, Parks / trails / outdoors","Creative or maker spaces, Places for teens to hang out, Opportunities to learn practical skills",Not really,,"Small business development /entrepeneurship, Cooking classes or shared kitchen events, Teen-only hangout space, Clubs (book, film, language, etc.), Sewing, Mending, or Fiber Arts, Ceramics, Painting / Drawing / Printmaking",Small business dev and sewing/mending/fiber arts,Weekly,Welcoming location and events. Also variety of event times. It’s be nice to join other like-minded people and I’d also love to help w teaching in the fiber arts space for teens and/or adults! ,Very Likely,Somewhat Likely,Very Likely,Somewhat Likely,Very Likely,Very Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Teaching or helping lead activities, Helping with events, Donating tools, supplies, or equipment","Low-Cost or sliding scale plan, Evening and weekend hours","Lap loom tapestry weaving, and punch needling both are kid and adult friendly",,
2/16/2026 9:19:08,35-49,Working Full-Time,North Golden (North of 58),10+ years,"Gym / fitness studio, Coffee shops / breweries, Parks / trails / outdoors, Private classes or studios",Opportunities to learn practical skills,Somewhat,,"Clubs (book, film, language, etc.), Woodworking / Metalworking, Talks or community discussions, Outdoor skills or environmental workshops",,A few times a year,,Somewhat Likely,Somewhat Likely,Not Likely,Not Likely,Very Likely,Very Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Teaching or helping lead activities, Helping with events, Donating tools, supplies, or equipment","Low-Cost or sliding scale plan, Evening and weekend hours, Child-friendly programming, Being able to drop in without committment",,,
2/16/2026 10:37:00,35-49,Parent / Caregiver,North Golden (North of 58),10+ years,Parks / trails / outdoors,Community gathering spaces that aren't bars,Somewhat,,"Woodworking / Metalworking, Ceramics, Outdoor skills or environmental workshops",,Not sure,,Very Likely,Not Likely,Not Likely,Not Likely,Very Likely,Not Likely,Paying for individual classes or workshops,Teen-only spaces or programs,,,
2/16/2026 11:27:36,35-49,Working Full-Time,North Golden (North of 58),10+ years,Home,Creative or maker spaces,Not really,I'm not that interested in connecting with folks outside my immediate peer group.,"Teen-only hangout space, Electronics / Robots, Talks or community discussions, Outdoor skills or environmental workshops",Teen-only hang out,Not sure,Interesting programming. ,Not Likely,Somewhat Likely,Somewhat Likely,Not Likely,Very Likely,Somewhat Likely,"Volunteering ocassionally, Teaching or helping lead activities, Helping with events","Teen-only spaces or programs, Being able to drop in without committment","Tutoring, technology talks",It would look like the existing library. ,
2/16/2026 17:24:05,35-49,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",10+ years,"Gym / fitness studio, Golden Community Center, Coffee shops / breweries, Library, Parks / trails / outdoors, Private classes or studios, Home, Outside of Golden","Places for teens to hang out, Community gathering spaces that aren't bars","Yes, very",,"Cooking classes or shared kitchen events, Household repair clinics (fixing small appliances, bikes, gear, etc.), Teen-only hangout space, Woodworking / Metalworking, Ceramics, Outdoor skills or environmental workshops",A woodworking shop and cooking classes ,A few times a year,"Pricing, atmosphere ",Somewhat Likely,Not Likely,Somewhat Likely,Not Likely,Very Likely,Not Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally","Low-Cost or sliding scale plan, Child-friendly programming, Being able to drop in without committment",Music - guitar,"Between foothills art center and the town community center, I feel like we have great community centers already. But a woodworking class would be awesome. Maybe we have this already and I just haven’t looked!",
2/16/2026 21:54:54,35-49,Working Full-Time,North Golden (North of 58),4-10 years,"Gym / fitness studio, Golden Community Center, Coffee shops / breweries, Library, Parks / trails / outdoors, Private classes or studios, Home, Outside of Golden, events at my son's elementary school; Golden Game Guild","Creative or maker spaces, Places for teens to hang out, Opportunities to learn practical skills","Yes, very",would love to see programming for women!,"Cooking classes or shared kitchen events, Household repair clinics (fixing small appliances, bikes, gear, etc.), Teen-only hangout space, 3D Printing / Design, Painting / Drawing / Printmaking","cooking/baking classes that are affordable, multi-cultural, and have a way to donate portion of food to underserved; bike/ski maintenance",A few times a year,"pricing (for cooking, see comparable Front Range programs e.g Little Kitchen Academy, Flour Power, former Evergreen Market classes-they are very $$$!); mix of ages including family programming; hands on and demo classes; multicultural foods",Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Very Likely,Not Likely,Paying for individual classes or workshops,"Child-friendly programming, Being able to drop in without committment",,"windows to let in fresh air; different spaces for different types of gathering (e..g, small groups of 2-3 - work tables, couches, chairs); rotating art/maker exhibits from the community; outdoor space for gathering with summer landscaping and a fire pit for winter; organic design; YMCA Estes Park Craft Center comes to mind as one example.",
2/17/2026 10:37:42,35-49,Working Full-Time,"South Golden (South of 24th Street, including West Pleasant View)",10+ years,Home,"Community gathering spaces that aren't bars, Opportunities to learn practical skills",Somewhat,We're all busy!,"Small business development /entrepeneurship, Cooking classes or shared kitchen events, Household repair clinics (fixing small appliances, bikes, gear, etc.), Woodworking / Metalworking","Small business, woodworking",A few times a year,"Atmosphere and programming style. I like the no-appointment-needed free flow. There needs to be no pressure, no commitments but participation in the space is encouraged through the programming style most applicable to the goals of the space. For example, easy going, relaxed vibe for a relaxing, socializing goal.",Somewhat Likely,Not Likely,Somewhat Likely,Not Likely,Somewhat Likely,Somewhat Likely,"Paying for individual classes or workshops, Teaching or helping lead activities, Helping with events","Evening and weekend hours, Child-friendly programming",Business / entrepreneurship,"For me, I love the vibe and design of the labs up at the School of Mines. Desks that are mobile, workspaces, chairs to sit. In other words, a versatile space that will allow people to come and go as needed, allow them to be productive, and either meet or work individually.",
2/17/2026 12:44:52,65+,Retired,I live outside Golden but spend time here,10+ years,"Golden Community Center, Coffee shops / breweries, Library, Parks / trails / outdoors, Private classes or studios","Creative or maker spaces, All of the items mentioned are available - most missing is a maker space","Yes, very",,"Household repair clinics (fixing small appliances, bikes, gear, etc.), Clubs (book, film, language, etc.), Woodworking / Metalworking, Electronics / Robots, 3D Printing / Design, Talks or community discussions, Outdoor skills or environmental workshops, Service organizations","Clubs, 3D, discussions",Not sure,helpful people - e.g. the Library,Very Likely,Very Likely,Somewhat Likely,Not Likely,Not Likely,Somewhat Likely,Becoming a low-cost monthly member,"Low-Cost or sliding scale plan, Being able to drop in without committment","technology, tutoring",,
2/20/2026 11:59:42,50-64,Working Part-Time,North Golden (North of 58),10+ years,"Gym / fitness studio, Golden Community Center, Library, Parks / trails / outdoors","Places for teens to hang out, Community gathering spaces that aren't bars",Somewhat,Expectations of groups to do more than desired. Getting to know people that have already been part of the group much longer.,"Cooking classes or shared kitchen events, Household repair clinics (fixing small appliances, bikes, gear, etc.), Clubs (book, film, language, etc.), 3D Printing / Design, Talks or community discussions, Outdoor skills or environmental workshops","Outdoor skills, Clubs (language), Cooking",A few times a month,programming style and atmosphere,Somewhat Likely,Very Likely,Not Likely,Very Likely,Very Likely,Very Likely,"Becoming a low-cost monthly member, Volunteering ocassionally","Evening and weekend hours, Child-friendly programming","Cooking, outdoor skills","large lobby area, soft lighting, multiple seating areas for different groups to meet up; kitchen space and counter (island) for cooking classes, restrooms, free library",
2/23/2026 15:53:28,35-49,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",10+ years,"Golden Community Center, Library, Parks / trails / outdoors, Private classes or studios","Places for teens to hang out, Opportunities to learn practical skills","Yes, very",Places to meet,"Cooking classes or shared kitchen events, Teen-only hangout space, Clubs (book, film, language, etc.), Woodworking / Metalworking, 3D Printing / Design, Sewing, Mending, or Fiber Arts","The ones that aren’t readily available: spaces that require equipment like sewing and woodworking, looms, etc",A few times a year,A guide on-site to help teach,Very Likely,Somewhat Likely,Very Likely,Somewhat Likely,Very Likely,Not Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Helping with events","Evening and weekend hours, Child-friendly programming, Being able to drop in without committment",,Re-using existing space or creating one with existing plans like heart of golden. Coordinating with our robust art spaces. .,
3/4/2026 21:16:40,35-49,Working Full-Time,"West of 6th (Beverly Heights, Golden Ridge, Lookout)",10+ years,Coffee shops / breweries,Places for teens to hang out,Somewhat,Not enough community spaces outside breweries,"Household repair clinics (fixing small appliances, bikes, gear, etc.), Teen-only hangout space, Study or work space, Woodworking / Metalworking, Talks or community discussions, Outdoor skills or environmental workshops",Teen-only hangout space. Biggest need in Golden,Weekly,Accessible and interesting to our teenagers,Very Likely,Somewhat Likely,Very Likely,Somewhat Likely,Very Likely,Very Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Teaching or helping lead activities, Donating tools, supplies, or equipment","Evening and weekend hours, Teen-only spaces or programs, Being able to drop in without committment, Close to transit or bike routes",Outdoor skills,"Need a congregating space for teens. A space for adults to congregate outside of bars that offers indoor/outdoor spaces. Look at the Denver library teen space for ideas. Great concept, teen space is a huge need for Golden!",
3/4/2026 21:39:38,35-49,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",4-10 years,"Library, Home, Outside of Golden","Creative or maker spaces, Opportunities to learn practical skills",Somewhat,"It takes time to connect with people.  I do a lot of one-off things at various places in Golden, but I'm not seeing the same people over and over again, so I'm not getting a chance to learn their stories and tell them my story.  I see myself being involved enough at a makers space through participation and volunteering to start being around the same people enough to start building deeper connections.","Household repair clinics (fixing small appliances, bikes, gear, etc.), Study or work space, Electronics / Robots, 3D Printing / Design, Sewing, Mending, or Fiber Arts, Outdoor skills or environmental workshops, ","Metalworking (Welding), 3D Printing / Design, Fixing things instead of throwing them away",A few times a month,"I don't think I have any issues feeling welcome in places like the library, rec center, Miners Alley Playhouse, Golden History Museum, etc.  I think it's the lack of opportunity to connect that's missing (for me), because:
1. I don't have a reason to frequent those places (which I guess boils down to programming style, maybe?)
2. When I am at those places, I don't have a reason, or an opening to talk with people (which I guess also boils down to programming style as well?)

Location is important as well.  I'd like to spend time at Clear Creek Makerspace, but even 15 minutes away is too far for me to do more than a couple of times per month.


",Very Likely,Somewhat Likely,Very Likely,Not Likely,Somewhat Likely,Very Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Teaching or helping lead activities, Helping with events, Donating tools, supplies, or equipment","Evening and weekend hours, Ability to work from there.  As a remote employee, if I could work, then take a break to tinker with something throughout the day, that would be amazing.","Technology, Fly tying (outdoor skills)?","Conceptually, I think it would look a lot like Clear Creek Makerspace.  It would be open 24/7 to paying members, and it would provide affordable and/or free programming to non-members.  It would be ran by a strong group of core volunteers and frequent visitors that loved sharing things they are passionate about with insatiably curious people like me.  It would attract a diverse group of people of all ages who want to learn, create, and share ideas together.

The actual programs and amenities offered don't need to match Clear Creek Makerspace exactly, in fact, it might be better if it complimented CCM, rather than duplicated CCM, but the overall model of CCM appears to be financially sustainable and popular, which would go a long way toward brining something like this into existence and keeping it around for a long time.",
3/4/2026 23:41:01,50-64,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",10+ years,"Parks / trails / outdoors, Home, Brewery",Creative or maker spaces,Somewhat,Sean Sundermann,"Woodworking / Metalworking, 3D Printing / Design, Sewing, Mending, or Fiber Arts",Metal working. Ai training. Bot generation,A few times a year,Content,Very Likely,Not Likely,Very Likely,Not Likely,Somewhat Likely,Somewhat Likely,"Paying for individual classes or workshops, Volunteering ocassionally","Low-Cost or sliding scale plan, Evening and weekend hours, Being able to drop in without committment",Welding. 3d printing. Ai learning. ,,
3/5/2026 6:53:31,50-64,Retired,"West of 6th (Beverly Heights, Golden Ridge, Lookout)",10+ years,"Parks / trails / outdoors, Home, Outside of Golden","Places for teens to hang out, Community gathering spaces that aren't bars",Somewhat,,"Cooking classes or shared kitchen events, Household repair clinics (fixing small appliances, bikes, gear, etc.), Woodworking / Metalworking",,A few times a month,Atmosphere,Somewhat Likely,Somewhat Likely,Very Likely,Not Likely,Not Likely,Somewhat Likely,Paying for individual classes or workshops,Evening and weekend hours,,,
3/5/2026 9:38:29,50-64,Working Full-Time,"South Golden (South of 24th Street, including West Pleasant View)",10+ years,"Golden Community Center, Coffee shops / breweries, Parks / trails / outdoors","Community gathering spaces that aren't bars, Ways to meet new people",Somewhat,Current politics,"Household repair clinics (fixing small appliances, bikes, gear, etc.), Talks or community discussions, Outdoor skills or environmental workshops",All three,A few times a year,Programming,Somewhat Likely,Very Likely,Not Likely,Not Likely,Not Likely,Very Likely,"Paying for individual classes or workshops, Volunteering ocassionally","Low-Cost or sliding scale plan, Evening and weekend hours, Being able to drop in without committment","Outdoor skills, home & outdoor gear repair",,https://drive.google.com/open?id=1ew4B_OFZpdFOjtL62KM5XE7-DARl2k-N
3/5/2026 9:46:56,50-64,Working Part-Time,North Golden (North of 58),10+ years,"Coffee shops / breweries, Library, Parks / trails / outdoors","Creative or maker spaces, Affordable activities and classes",Not really,,"Small business development /entrepeneurship, Cooking classes or shared kitchen events, Woodworking / Metalworking, Ceramics, Painting / Drawing / Printmaking, Talks or community discussions, Outdoor skills or environmental workshops",,Not sure,,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Not Likely,Somewhat Likely,"Paying for individual classes or workshops, Volunteering ocassionally","Low-Cost or sliding scale plan, Being able to drop in without committment",,,
3/5/2026 11:03:43,50-64,Working Full-Time,"Downtown / Central Golden (South of 58, North of 24th Street)",10+ years,"Gym / fitness studio, Coffee shops / breweries, Parks / trails / outdoors, Home, Outside of Golden","Community gathering spaces that aren't bars, Ways to meet new people",Somewhat,,"Cooking classes or shared kitchen events, Clubs (book, film, language, etc.), Study or work space, Talks or community discussions, Outdoor skills or environmental workshops","Talks, outdoor or enviornmental workshops",A few times a year,"Atmosphere, programing style",Somewhat Likely,Somewhat Likely,Not Likely,Not Likely,Somewhat Likely,Somewhat Likely,Possibly helping after retirement,"Evening and weekend hours, Being able to drop in without committment",,"A place with a welcoming feel, like your favorite coffeeshop…",
3/5/2026 14:25:56,50-64,Working Full-Time,North Golden (North of 58),10+ years,"Coffee shops / breweries, Parks / trails / outdoors, Private classes or studios","Creative or maker spaces, Places for teens to hang out, Affordable activities and classes, Community gathering spaces that aren't bars, Opportunities to learn practical skills, Ways to meet new people",Somewhat,Busy lives ,"Cooking classes or shared kitchen events, Woodworking / Metalworking, 3D Printing / Design, Sewing, Mending, or Fiber Arts, Ceramics, Painting / Drawing / Printmaking, Talks or community discussions, Outdoor skills or environmental workshops",Cooking classes because there isn’t anything like that. ,A few times a month,"Pricing, atmosphere ",Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,"Paying for individual classes or workshops, Becoming a low-cost monthly member, Volunteering ocassionally, Helping with events, Donating tools, supplies, or equipment","Low-Cost or sliding scale plan, Evening and weekend hours, Child-friendly programming, Teen-only spaces or programs, Being able to drop in without committment, Close to transit or bike routes",Outdoor skills and cooking ,"Large mural paintings, clean and organized, workforce training, technology, health and wellness workshops/classes, cultural activities, support services (legal clinics, financial classes), gardening space. 

Strong partnerships with community businesses, govt agencies and universities. Flexible multi use spaces, shaded outdoor spaces, classrooms that can be converted to offices in the day. Community media studio to empower students, build community stories, etc. ",
3/5/2026 16:42:37,50-64,Parent / Caregiver,North Golden (North of 58),10+ years,"Coffee shops / breweries, Home, Outside of Golden, I don't really have a place to go for this, Yoga Studio & wkshps","Creative or maker spaces, Affordable activities and classes, Opportunities to learn practical skills",Somewhat,Limited affordable opportunities to be in community with others in a creative way.  Little to no culturally diverse offerings in the community.,"Clubs (book, film, language, etc.), Woodworking / Metalworking, 3D Printing / Design, Sewing, Mending, or Fiber Arts, Painting / Drawing / Printmaking, Photography wkshps/groups, Writing/journaling groups, Cultural Groups sharing in food, music, language, art, etc.","Clubs & Cultural Groups, 3D printing/design, space for photography editing",Weekly,"affordability, availability of staff/volunteers to provide instruction on equipment/materials available, variety in program offerings, creating an inclusive & diverse space and community",Very Likely,Very Likely,Very Likely,Not Likely,Very Likely,Somewhat Likely,"Paying for individual classes or workshops, Volunteering ocassionally, Teaching or helping lead activities, Punch card?","Low-Cost or sliding scale plan, Evening and weekend hours, Being able to drop in without committment",Art/creating group for new mothers?,"Lots of windows for bright spaces. Colorful for uplifting/inspiring vibe. Art by diverse, local artists on the walls. Quiet corners/lounge area outside of the main maker spaces with benches, cozy seating to share a tea and quiet conversation with others or sit alone and sketch/work on project ideas before or after working in the maker spaces.",
3/5/2026 19:49:15,35-49,Working Full-Time,North Golden (North of 58),I grew up here,"Library, Parks / trails / outdoors, Home, Outside of Golden","Creative or maker spaces, Opportunities to learn practical skills",Somewhat,,"Household repair clinics (fixing small appliances, bikes, gear, etc.), Study or work space, Sewing, Mending, or Fiber Arts, Talks or community discussions, Outdoor skills or environmental workshops",,Only for special events / workshops,Location in/near downtown Golden,Somewhat Likely,Somewhat Likely,Somewhat Likely,Not Likely,Somewhat Likely,Somewhat Likely,"Paying for individual classes or workshops, Volunteering ocassionally","Evening and weekend hours, Child-friendly programming, Being able to drop in without committment",,,
